donation_id,donor_id,campaign_id,amount,donation_date,payment_method,is_recurring,notes
DN0363,D0852,C012,427.70,2024-02-23,PayPal,True,Conservation project funding
DN0364,D0248,C005,3718.56,2024-01-22,Credit Card,False,
DN0365,D0491,C010,265.64,2024-12-09,PayPal,False,Youth education program
DN0366,D0719,C015,3172.19,2023-03-29,Credit Card,False,Youth education program
DN0367,D0171,C011,3034.49,2024-10-22,PayPal,False,Youth education program
DN0368,D0989,C013,30.01,2023-09-22,Wire Transfer,False,Emergency wildlife support
DN0369,D0572,C010,1494.64,2024-01-19,PayPal,False,
DN0370,D0708,C009,498.91,2024-05-09,Credit Card,False,Monthly donation
DN0371,D0119,C014,18459.14,2023-11-16,Check,False,Habitat restoration support
DN0372,D0534,C008,71.37,2024-12-14,PayPal,False,Conservation project funding
DN0373,D0046,C013,601.63,2023-12-18,Credit Card,False,One-time contribution
DN0374,D0953,C012,107.87,2023-06-13,Check,False,Land acquisition support
DN0375,D0238,C013,112.61,2024-10-17,PayPal,False,
DN0376,D0905,C004,229.04,2023-01-05,Wire Transfer,False,Monthly donation
DN0377,D0592,C002,2916.00,2024-01-10,Check,True,Monthly donation
DN0378,D0269,C011,2874.72,2024-10-16,Check,False,
DN0379,D0402,C010,192.19,2024-04-13,ACH Transfer,True,Conservation project funding
DN0380,D0941,C010,344.25,2023-11-17,Credit Card,False,Monthly donation
DN0381,D0188,C006,2798.71,2024-03-04,ACH Transfer,True,Elk research funding
DN0382,D0434,C003,280.26,2024-10-22,Wire Transfer,False,Land acquisition support
DN0383,D0296,C003,424.94,2024-09-26,Credit Card,False,Annual membership renewal
DN0384,D0497,C003,207.37,2024-07-29,ACH Transfer,False,Elk research funding
DN0385,D0702,C008,423.95,2024-05-15,Wire Transfer,True,Annual membership renewal
DN0386,D0815,C013,40.53,2023-08-19,ACH Transfer,False,Land acquisition support
DN0387,D0580,C012,2728.91,2024-06-07,Credit Card,False,Conservation project funding
DN0388,D0794,C009,2150.88,2023-02-12,PayPal,False,Elk research funding
DN0389,D0105,C012,3881.05,2023-11-01,Credit Card,False,Youth education program
DN0390,D0883,C014,436.01,2023-05-01,Wire Transfer,False,
DN0391,D0706,C006,3246.18,2024-03-14,Wire Transfer,False,Habitat restoration support
DN0392,D0834,C004,3065.33,2024-06-29,Check,False,One-time contribution
DN0393,D0332,C012,297.05,2024-06-10,Credit Card,True,Elk research funding
DN0394,D0941,C001,87369.52,2023-05-10,Wire Transfer,False,Youth education program
DN0395,D0849,C004,3543.06,2024-05-16,Wire Transfer,False,Conservation project funding
DN0396,D0643,C007,60.87,2023-04-06,PayPal,False,Conservation project funding
DN0397,D0712,C015,2546.13,2024-05-14,Check,False,Monthly donation
DN0398,D0749,C008,3637.80,2023-03-06,ACH Transfer,False,Elk research funding
DN0399,D0845,C004,178.36,2023-10-18,Check,False,One-time contribution
DN0400,D0580,C014,188.28,2024-11-29,Credit Card,True,Land acquisition support
DN0401,D0017,C002,20008.43,2024-04-12,Credit Card,False,Elk research funding
DN0402,D0208,C012,88804.04,2023-11-06,Wire Transfer,False,Conservation project funding
DN0403,D0096,C011,64.15,2024-11-11,Wire Transfer,True,Conservation project funding
DN0404,D0744,C012,2431.54,2023-04-04,Credit Card,True,Land acquisition support
DN0405,D0080,C003,271.74,2024-03-31,Credit Card,True,Youth education program
DN0406,D0837,C002,45119.82,2023-05-16,PayPal,True,Elk research funding
DN0407,D0092,C012,964.41,2024-01-12,Check,True,One-time contribution
DN0408,D0657,C011,276.99,2023-01-09,ACH Transfer,False,Land acquisition support
DN0409,D0360,C012,380.43,2024-02-26,ACH Transfer,False,Habitat restoration support
DN0410,D0089,C015,382.41,2024-08-26,PayPal,False,Elk research funding
DN0411,D0323,C013,156.56,2023-03-28,Wire Transfer,False,
DN0412,D0739,C010,472.11,2023-01-28,Check,False,
DN0413,D0522,C004,1829.94,2023-02-25,Wire Transfer,False,Monthly donation
DN0414,D0247,C008,819.55,2023-01-13,Check,False,One-time contribution
DN0415,D0397,C014,2393.89,2024-07-13,Wire Transfer,False,Monthly donation
DN0416,D0018,C010,149.54,2023-02-10,Credit Card,False,Elk research funding
DN0417,D0519,C005,2754.72,2024-03-01,PayPal,False,Monthly donation
DN0418,D0656,C009,97.52,2023-03-27,Check,True,Habitat restoration support
DN0419,D0998,C013,180.21,2024-08-23,Credit Card,False,Elk research funding
DN0420,D0748,C014,141.13,2024-03-20,Credit Card,False,
DN0421,D0057,C005,3461.24,2023-06-29,Credit Card,True,One-time contribution
DN0422,D0719,C001,477.68,2024-06-19,ACH Transfer,False,Conservation project funding
DN0423,D0171,C006,396.03,2023-10-03,Credit Card,False,Annual membership renewal
DN0424,D0344,C013,273.83,2023-09-27,ACH Transfer,False,Land acquisition support
DN0425,D0467,C009,262.31,2024-08-03,Wire Transfer,False,Conservation project funding
DN0426,D0792,C002,3533.54,2023-04-29,Wire Transfer,False,Annual membership renewal
DN0427,D0046,C014,1600.48,2024-04-28,Check,False,One-time contribution
DN0428,D0184,C015,8359.54,2024-11-02,PayPal,False,Habitat restoration support
DN0429,D0427,C015,1720.66,2023-03-21,ACH Transfer,False,Emergency wildlife support
DN0430,D0690,C015,131.01,2024-06-12,Credit Card,False,Monthly donation
DN0431,D0899,C008,3980.87,2023-11-15,Check,True,Land acquisition support
DN0432,D0009,C006,292.81,2023-11-08,ACH Transfer,False,Youth education program
DN0433,D0606,C008,78709.17,2024-07-13,Wire Transfer,True,Elk research funding
DN0434,D0025,C004,327.07,2024-12-11,Credit Card,False,Annual membership renewal
DN0435,D0778,C011,375.59,2023-11-11,Credit Card,False,Habitat restoration support
DN0436,D0430,C008,97393.13,2023-05-26,Check,True,Habitat restoration support
DN0437,D0919,C014,357.90,2024-01-17,PayPal,False,Monthly donation
DN0438,D0595,C002,327.68,2024-02-08,Credit Card,False,Annual membership renewal
DN0439,D0446,C011,27493.31,2023-09-25,Check,False,Elk research funding
DN0440,D0718,C014,1931.26,2023-10-06,Wire Transfer,True,Habitat restoration support
DN0441,D0140,C013,990.38,2023-04-19,Wire Transfer,False,Youth education program
DN0442,D0417,C002,483.20,2023-08-01,PayPal,False,Conservation project funding
DN0443,D0873,C002,408.61,2023-11-08,ACH Transfer,True,Youth education program
DN0444,D0152,C002,4857.80,2024-02-10,ACH Transfer,True,Conservation project funding
DN0445,D0267,C014,7952.80,2024-02-19,PayPal,False,Emergency wildlife support
DN0446,D0256,C002,406.85,2023-05-24,Credit Card,True,Habitat restoration support
DN0447,D0134,C004,2175.08,2024-10-07,Credit Card,False,Conservation project funding
DN0448,D0940,C014,498.65,2023-07-22,PayPal,False,Monthly donation
DN0449,D0927,C014,1991.97,2023-02-13,PayPal,True,
DN0450,D0444,C014,2732.57,2024-01-27,PayPal,True,Habitat restoration support
DN0451,D0931,C003,236.86,2023-06-02,Credit Card,False,
DN0452,D0252,C011,220.70,2024-07-17,PayPal,True,Conservation project funding
DN0453,D0393,C003,330.26,2024-06-22,Wire Transfer,False,Emergency wildlife support
DN0454,D0814,C001,79282.00,2024-01-03,PayPal,False,Land acquisition support
DN0455,D0353,C015,177.76,2023-10-04,Wire Transfer,True,
DN0456,D0225,C001,4003.42,2023-03-01,PayPal,False,
DN0457,D0239,C003,337.01,2023-09-30,ACH Transfer,False,Annual membership renewal
DN0458,D0783,C004,491.77,2024-02-02,Check,False,One-time contribution
DN0459,D0181,C004,407.95,2024-12-15,Check,False,Annual membership renewal
DN0460,D0721,C012,294.63,2023-05-26,ACH Transfer,False,Land acquisition support
DN0461,D0556,C005,43.03,2023-02-27,Wire Transfer,False,Annual membership renewal
DN0462,D0540,C008,461.00,2023-07-26,Wire Transfer,False,One-time contribution
DN0463,D0941,C013,1956.15,2023-01-23,Wire Transfer,False,One-time contribution
DN0464,D0793,C002,4373.01,2023-03-16,Check,False,Elk research funding
DN0465,D0601,C002,178.24,2023-06-11,PayPal,False,Land acquisition support
DN0466,D0665,C006,485.15,2024-12-11,ACH Transfer,False,Habitat restoration support
DN0467,D0682,C010,2202.73,2024-12-06,Check,True,Annual membership renewal
DN0468,D0972,C012,42202.14,2024-08-04,Credit Card,True,Youth education program
DN0469,D0944,C013,25985.05,2024-08-02,Credit Card,False,One-time contribution
DN0470,D0340,C012,189.73,2023-11-24,Wire Transfer,False,Monthly donation
DN0471,D0842,C012,3781.79,2023-12-10,PayPal,True,Habitat restoration support
DN0472,D0256,C012,146.91,2023-04-21,Credit Card,True,Land acquisition support
DN0473,D0751,C007,89032.44,2024-05-19,PayPal,False,Elk research funding
DN0474,D0104,C014,435.42,2024-10-28,Wire Transfer,True,Monthly donation
DN0475,D0819,C014,34.54,2023-09-25,Credit Card,True,One-time contribution
DN0476,D0910,C007,60.63,2023-04-06,Check,False,
DN0477,D0915,C008,2440.96,2024-10-31,Wire Transfer,False,Elk research funding
DN0478,D0161,C001,122.64,2023-07-14,PayPal,False,Emergency wildlife support
DN0479,D0272,C011,137.84,2023-02-20,PayPal,False,Land acquisition support
DN0480,D0158,C001,228.11,2023-10-29,ACH Transfer,False,Monthly donation
DN0481,D0027,C004,163.61,2023-03-25,PayPal,False,Conservation project funding
DN0482,D0804,C007,450.07,2023-09-29,Credit Card,False,Elk research funding
DN0483,D0190,C006,2162.31,2024-04-01,Credit Card,False,Land acquisition support
DN0484,D0270,C004,3039.11,2023-06-04,Credit Card,True,Youth education program
DN0485,D0828,C009,384.32,2023-08-21,ACH Transfer,True,Elk research funding
DN0486,D0839,C009,279.37,2024-05-01,ACH Transfer,False,Land acquisition support
DN0487,D0307,C002,430.62,2023-02-05,ACH Transfer,False,Emergency wildlife support
DN0488,D0820,C010,3291.23,2023-05-04,PayPal,True,One-time contribution
DN0489,D0996,C004,1067.84,2024-03-09,Credit Card,False,Elk research funding
DN0490,D0207,C014,4253.49,2023-09-22,Check,False,Monthly donation
DN0491,D0090,C007,287.23,2023-10-10,ACH Transfer,False,Annual membership renewal
DN0492,D0806,C012,2851.53,2024-03-05,Credit Card,False,One-time contribution
DN0493,D0581,C010,483.30,2023-04-13,Credit Card,False,Monthly donation
DN0494,D0805,C005,4460.61,2024-02-25,Check,False,Land acquisition support
DN0495,D0586,C010,106.79,2024-02-17,Wire Transfer,False,Elk research funding
DN0496,D0040,C007,1991.72,2023-09-01,Credit Card,False,Conservation project funding
DN0497,D0919,C006,413.26,2023-11-07,Check,False,Land acquisition support
DN0498,D0879,C012,4876.23,2023-08-22,Wire Transfer,False,Land acquisition support
DN0499,D0793,C014,371.18,2024-09-11,Credit Card,True,Habitat restoration support
DN0500,D0936,C014,255.12,2024-06-12,Check,False,Emergency wildlife support
